4-Week, 912796YS2, 20221101, 20221129, 0.03600, 0.03660
8-Week, 912796ZA0, 20221101, 20221227, 0.03820, 0.03896
17-Week, 912796Y78, 20221101, 20230228, 0.04180, 0.04297
13-Week, 912796S34, 20221027, 20230126, 0.04000, 0.04097
26-Week, 912796YV5, 20221027, 20230427, 0.04390, 0.04552
8-Week, 912796ZA0, 20221101, 20221227, 0.03820, 0.03896
13-Week, 10/27/2022, 20221027, 20230126, 0.04000, 0.04097
